"","B1PAGE_M2","B1PRSEX","B1PD1","B1PD2","B1PD14","B1PD15","B1SNEGFW","TROUBLE","B1SQ1"
"388",71,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"389",73,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"390",55,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"391",81,"(1) Male","(2) No",NA,NA,NA,5,NA,9
"392",65,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"393",52,"(1) Male","(2) No",NA,NA,NA,12,NA,2
"394",73,"(1) Male","(2) No",NA,NA,NA,NA,NA,9
"395",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"396",42,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",4
"397",76,"(2) Female","(2) No",NA,NA,NA,NA,"Never",4
"398",38,"(1) Male","(1) Yes","(03) Son",52,80,8,"Once or a few times",7
"399",71,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"400",81,"(1) Male","(1) Yes","(02) Wife",52,35,NA,NA,NA
"401",60,"(2) Female","(2) No",NA,NA,NA,9,"Never",7
"402",69,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",10
"403",52,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"404",77,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"405",50,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",9
"406",46,"(1) Male","(2) No",NA,NA,NA,13,NA,3
"407",70,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"408",58,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"409",67,"(1) Male","(2) No",NA,NA,NA,7,"Never",10
"410",77,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"411",75,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"412",52,"(2) Female","(2) No",NA,NA,NA,10,"Never",8
"413",45,"(1) Male","(1) Yes","(06) Mother",20,7,NA,NA,NA
"414",42,"(1) Male","(2) No",NA,NA,NA,16,"Once or a few times",8
"415",42,"(1) Male","(2) No",NA,NA,NA,7,NA,8
"416",53,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"417",68,"(2) Female","(2) No",NA,NA,NA,5,"Never",10
"418",34,"(2) Female","(2) No",NA,NA,NA,9,NA,9
"419",42,"(1) Male","(2) No",NA,NA,NA,15,"Most or all of the time",5
"420",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"421",79,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",6
"422",74,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"423",62,"(1) Male","(2) No",NA,NA,NA,5,"Never",8
"424",66,"(2) Female","(2) No",NA,NA,NA,4,NA,7
"425",73,"(1) Male","(2) No",NA,NA,NA,4,"Never",6
"426",42,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",NA
"427",54,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"428",45,"(2) Female","(1) Yes","(13) Other (specify)",6,4,NA,NA,7
"429",71,"(2) Female","(2) No",NA,NA,NA,6,"Never",8
"430",59,"(1) Male","(2) No",NA,NA,NA,11,"Never",8
"431",46,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"432",64,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"433",34,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"434",51,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",7
"435",59,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"436",69,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"437",46,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"438",73,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",10
"439",55,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"440",61,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"441",55,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"442",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"443",84,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"444",62,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",6
"445",40,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"446",56,"(1) Male","(2) No",NA,NA,NA,9,"Never",7
"447",40,"(2) Female","(2) No",NA,NA,NA,10,NA,4
"448",63,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"449",45,"(1) Male","(2) No",NA,NA,NA,5,NA,7
"450",41,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"451",44,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",NA
"452",36,"(2) Female","(1) Yes","(06) Mother",4,5,11,"Never",7
"453",61,"(1) Male","(1) Yes","(13) Other (specify)",52,8,NA,NA,8
"454",48,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"455",55,"(2) Female","(2) No",NA,NA,NA,11,NA,10
"456",70,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"457",55,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"458",63,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"459",66,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"460",74,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"461",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"462",62,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"463",53,"(1) Male","(1) Yes","(06) Mother",26,96,9,"Never",8
"464",84,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"465",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"466",73,"(2) Female","(2) No",NA,NA,NA,4,NA,9
"467",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"468",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"469",63,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"470",43,"(2) Female","(1) Yes","(01) Husband",52,30,4,NA,7
"471",62,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"472",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"473",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"474",80,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"475",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"476",49,"(1) Male","(1) Yes","(05) Father",52,10,10,NA,8
"477",59,"(1) Male","(1) Yes","(05) Father",24,NA,NA,NA,NA
"478",66,"(2) Female","(2) No",NA,NA,NA,12,NA,8
"479",39,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"480",50,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"481",67,"(2) Female","(2) No",NA,NA,NA,5,"Never",9
"482",35,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"483",61,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"484",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"485",59,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"486",58,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"487",41,"(1) Male","(2) No",NA,NA,NA,NA,"Never",5
"488",50,"(1) Male","(1) Yes","(06) Mother",52,15,NA,NA,8
"489",72,"(1) Male","(2) No",NA,NA,NA,NA,"Most or all of the time",8
"490",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"491",64,"(1) Male","(1) Yes","(04) Daughter",NA,60,NA,NA,6
"492",41,"(1) Male","(2) No",NA,NA,NA,12,"Most or all of the time",8
"493",34,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"494",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"495",57,"(2) Female","(1) Yes","(03) Son",16,NA,8,"Once or a few times",4
"496",77,"(1) Male","(2) No",NA,NA,NA,NA,NA,6
"497",53,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",4
"498",49,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"499",64,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"500",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"501",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"502",63,"(1) Male","(2) No",NA,NA,NA,6,"Never",10
"503",71,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"504",50,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"505",43,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"506",51,"(2) Female","(1) Yes","(13) Other (specify)",30,2,8,"Once or a few times",9
"507",41,"(2) Female","(2) No",NA,NA,NA,10,NA,7
"508",44,"(2) Female","(2) No",NA,NA,NA,12,"Never",8
"509",81,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"510",49,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"511",61,"(2) Female","(1) Yes","(06) Mother",52,NA,NA,NA,NA
"512",45,"(2) Female","(2) No",NA,NA,NA,5,"Most or all of the time",5
"513",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"514",40,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",8
"515",43,"(2) Female","(2) No",NA,NA,NA,9,NA,7
"516",66,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"517",37,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",6
"518",70,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",5
"519",48,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"520",43,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"521",55,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"522",41,"(2) Female","(1) Yes","(13) Other (specify)",52,2,NA,NA,NA
"523",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"524",59,"(1) Male","(2) No",NA,NA,NA,14,"Once or a few times",7
"525",59,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"526",57,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",7
"527",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"528",45,"(2) Female","(1) Yes","(06) Mother",52,2,NA,NA,NA
"529",63,"(2) Female","(1) Yes","(08) Sister",NA,NA,NA,NA,9
"530",43,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"531",66,"(2) Female","(1) Yes","(06) Mother",50,5,8,NA,9
"532",42,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"533",54,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"534",51,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"535",57,"(2) Female","(1) Yes","(13) Other (specify)",52,20,4,NA,8
"536",59,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"537",59,"(2) Female","(2) No",NA,NA,NA,6,"Never",10
"538",46,"(2) Female","(1) Yes","(05) Father",8,20,9,"Never",9
"539",67,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"540",70,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"541",40,"(2) Female","(1) Yes","(06) Mother",5,NA,8,"Once or a few times",9
"542",50,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"543",57,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"544",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"545",52,"(2) Female","(1) Yes","(06) Mother",42,35,6,NA,10
"546",39,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",9
"547",51,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"548",71,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",9
"549",65,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"550",58,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",10
"551",74,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"552",57,"(1) Male","(2) No",NA,NA,NA,11,"Never",7
"553",69,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"554",81,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"555",82,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"556",45,"(2) Female","(1) Yes","(12) Mother-in-law",36,40,13,"Never",8
"557",58,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"558",49,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",7
"559",80,"(2) Female","(2) No",NA,NA,NA,5,NA,7
"560",45,"(2) Female","(2) No",NA,NA,NA,9,NA,7
"561",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"562",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"563",57,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"564",58,"(1) Male","(1) Yes","(04) Daughter",45,10,10,"Once or a few times",6
"565",61,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"566",51,"(1) Male","(2) No",NA,NA,NA,10,"Most or all of the time",5
"567",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"568",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"569",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"570",51,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"571",67,"(2) Female","(2) No",NA,NA,NA,6,NA,7
"572",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"573",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"574",74,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"575",40,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"576",73,"(2) Female","(1) Yes","(01) Husband",35,96,NA,NA,8
"577",66,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"578",51,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"579",56,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"580",61,"(2) Female","(2) No",NA,NA,NA,10,"Never",8
"581",44,"(1) Male","(2) No",NA,NA,NA,7,NA,7
"582",57,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"583",68,"(1) Male","(1) Yes","(12) Mother-in-law",24,70,NA,"Once or a few times",8
"584",48,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",9
"585",46,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"586",36,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"587",67,"(2) Female","(2) No",NA,NA,NA,4,NA,7
"588",63,"(1) Male","(2) No",NA,NA,NA,11,NA,8
"589",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"590",79,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"591",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"592",52,"(2) Female","(2) No",NA,NA,NA,8,NA,3
"593",62,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"594",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"595",61,"(2) Female","(2) No",NA,NA,NA,5,"Never",9
"596",40,"(2) Female","(2) No",NA,NA,NA,NA,NA,4
"597",43,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"598",41,"(2) Female","(2) No",NA,NA,NA,7,NA,7
"599",39,"(1) Male","(1) Yes","(07) Brother",28,10,NA,NA,NA
"600",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"601",57,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"602",40,"(2) Female","(2) No",NA,NA,NA,11,"Never",10
"603",41,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",9
"604",52,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",6
"605",51,"(2) Female","(1) Yes","(01) Husband",26,20,NA,NA,4
"606",73,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"607",72,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"608",40,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"609",58,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"610",37,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",9
"611",69,"(1) Male","(2) No",NA,NA,NA,NA,"Never",5
"612",62,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"613",48,"(2) Female","(2) No",NA,NA,NA,11,"Never",7
"614",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"615",79,"(1) Male","(1) Yes","(04) Daughter",24,1,NA,"Never",7
"616",52,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"617",38,"(2) Female","(2) No",NA,NA,NA,11,NA,7
"618",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"619",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"620",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"621",58,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"622",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"623",55,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"624",69,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"625",63,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"626",79,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",8
"627",34,"(2) Female","(2) No",NA,NA,NA,11,NA,7
"628",55,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"629",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"630",59,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"631",44,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"632",68,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",7
"633",53,"(1) Male","(2) No",NA,NA,NA,9,NA,8
"634",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"635",58,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",9
"636",75,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"637",57,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"638",66,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"639",48,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"640",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"641",69,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"642",69,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"643",37,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"644",63,"(1) Male","(2) No",NA,NA,NA,7,"Never",7
"645",56,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",7
"646",66,"(2) Female","(1) Yes","(01) Husband",5,20,NA,"Never",5
"647",60,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"648",75,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"649",41,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"650",48,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",7
"651",83,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"652",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"653",44,"(2) Female","(1) Yes","(05) Father",2,4,6,NA,5
"654",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"655",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"656",43,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"657",53,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"658",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"659",45,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"660",66,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"661",75,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"662",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"663",66,"(2) Female","(2) No",NA,NA,NA,4,"Never",10
"664",43,"(2) Female","(2) No",NA,NA,NA,6,"Most or all of the time",8
"665",37,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"666",36,"(2) Female","(2) No",NA,NA,NA,5,"Never",10
"667",38,"(2) Female","(2) No",NA,NA,NA,11,"Never",9
"668",55,"(1) Male","(1) Yes","(05) Father",52,2,NA,NA,NA
"669",45,"(1) Male","(2) No",NA,NA,NA,9,"Never",6
"670",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"671",64,"(1) Male","(2) No",NA,NA,NA,16,NA,NA
"672",58,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"673",49,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"674",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"675",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"676",45,"(1) Male","(2) No",NA,NA,NA,10,NA,8
"677",50,"(2) Female","(2) No",NA,NA,NA,11,"Never",7
"678",62,"(2) Female","(2) No",NA,NA,NA,7,NA,9
"679",50,"(2) Female","(2) No",NA,NA,NA,4,NA,10
"680",58,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",9
"681",44,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"682",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"683",68,"(1) Male","(2) No",NA,NA,NA,5,"Never",7
"684",50,"(2) Female","(1) Yes","(01) Husband",NA,NA,NA,"Never",8
"685",65,"(2) Female","(2) No",NA,NA,NA,7,NA,9
"686",52,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"687",73,"(1) Male","(2) No",NA,NA,NA,4,NA,9
"688",70,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"689",50,"(2) Female","(2) No",NA,NA,NA,6,"Never",10
"690",60,"(2) Female","(1) Yes","(01) Husband",52,14,NA,NA,7
"691",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"692",37,"(2) Female","(2) No",NA,NA,NA,7,NA,8
"693",35,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"694",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"695",48,"(2) Female","(2) No",NA,NA,NA,8,"Most or all of the time",5
"696",47,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"697",62,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"698",43,"(2) Female","(1) Yes","(03) Son",52,7,NA,"Once or a few times",7
"699",38,"(2) Female","(2) No",NA,NA,NA,8,"Most or all of the time",7
"700",58,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"701",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"702",65,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"703",45,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",9
"704",52,"(2) Female","(1) Yes","(13) Other (specify)",20,10,NA,"Never",7
"705",38,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"706",46,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"707",54,"(1) Male","(1) Yes","(12) Mother-in-law",4,20,6,"Never",9
"708",48,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"709",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"710",58,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",NA
"711",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"712",71,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"713",58,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"714",81,"(1) Male","(2) No",NA,NA,NA,5,"Never",7
"715",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"716",63,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"717",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"718",63,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"719",56,"(2) Female","(1) Yes","(01) Husband",52,7,11,"Once or a few times",8
"720",74,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"721",37,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",7
"722",42,"(2) Female","(1) Yes","(01) Husband",40,96,7,"Most or all of the time",10
"723",54,"(2) Female","(2) No",NA,NA,NA,4,NA,7
"724",53,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"725",66,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"726",43,"(2) Female","(1) Yes","(12) Mother-in-law",8,6,9,"Never",8
"727",81,"(2) Female","(2) No",NA,NA,NA,14.666666666667,NA,8
"728",53,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"729",72,"(1) Male","(2) No",NA,NA,NA,4,NA,8
"730",81,"(1) Male","(2) No",NA,NA,NA,NA,NA,9
"731",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"732",44,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"733",41,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",9
"734",49,"(2) Female","(2) No",NA,NA,NA,10,"Never",8
"735",44,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",9
"736",76,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"737",41,"(1) Male","(2) No",NA,NA,NA,10,NA,3
"738",66,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"739",50,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"740",58,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"741",45,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"742",53,"(2) Female","(1) Yes","(13) Other (specify)",0,8,7,"Once or a few times",7
"743",35,"(2) Female","(1) Yes","(06) Mother",12,21,NA,NA,NA
"744",72,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"745",43,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"746",43,"(1) Male","(2) No",NA,NA,NA,6,NA,8
"747",55,"(2) Female","(1) Yes","(09) Grandfather",52,35,NA,"Never",7
"748",79,"(2) Female","(2) No",NA,NA,NA,4,NA,10
"749",43,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"750",49,"(2) Female","(1) Yes","(03) Son",52,47,12,"Never",6
"751",54,"(1) Male","(2) No",NA,NA,NA,6,NA,6
"752",64,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",9
"753",69,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"754",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"755",60,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"756",59,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"757",61,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"758",38,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"759",47,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",8
"760",48,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"761",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"762",44,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",8
"763",73,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"764",59,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"765",59,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"766",41,"(1) Male","(2) No",NA,NA,NA,7,"Never",10
"767",68,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"768",53,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"769",77,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"770",41,"(2) Female","(1) Yes","(06) Mother",52,14,10,NA,5
"771",39,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"772",67,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"773",50,"(2) Female","(1) Yes","(04) Daughter",52,5,9,"Once or a few times",8
"774",48,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"775",55,"(1) Male","(2) No",NA,NA,NA,9,"Most or all of the time",5
"776",71,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
