"","V201231x","V201507x","V201600","V201549x","V202468x","V202543","V202557","V202576","V201200","V202452"
"568",7,-9,1,-9,13,5,1,-1,4,3
"569",7,77,2,1,-9,-1,1,-1,6,3
"570",5,70,1,1,9,3,2,-1,7,4
"571",6,28,2,1,1,4,1,-1,3,3
"572",3,30,2,3,17,-1,2,-1,4,3
"573",1,37,1,1,10,2,2,-1,1,2
"574",7,45,2,1,16,5,1,-1,6,3
"575",1,68,1,1,19,4,2,-1,2,2
"576",6,80,2,1,10,-1,1,-1,5,4
"577",6,41,2,4,13,4,2,-1,4,1
"578",1,32,2,1,22,2,2,-1,1,1
"579",3,24,1,1,12,-1,1,-1,4,2
"580",1,-9,2,1,21,2,2,-1,3,2
"581",1,42,1,2,10,-1,1,-1,99,3
"582",6,26,2,1,10,5,1,-1,5,2
"583",1,50,1,1,18,3,2,-1,2,2
"584",4,46,1,1,19,5,2,-1,4,2
"585",2,52,1,2,8,5,2,-1,99,4
"586",7,35,2,1,1,4,2,-1,99,2
"587",2,76,1,1,17,-1,-9,-1,99,5
"588",1,63,2,1,18,4,2,-1,2,2
"589",4,39,1,3,18,4,2,-1,4,3
"590",6,28,1,4,21,2,1,-1,6,3
"591",4,66,1,1,10,4,1,-1,3,4
"592",3,45,2,1,9,5,2,-1,3,2
"593",1,69,1,1,12,4,2,-1,1,1
"594",7,59,1,1,16,-1,1,-1,6,4
"595",4,79,1,1,20,-1,1,-1,4,4
"596",7,80,2,1,5,-1,2,-1,6,4
"597",4,38,1,1,21,5,2,-1,4,3
"598",3,74,2,1,12,5,2,-1,3,3
"599",3,54,2,2,17,5,2,-1,5,3
"600",4,45,2,1,2,5,2,-1,2,1
"601",4,42,2,1,15,5,2,-1,4,1
"602",7,75,1,1,-9,-1,2,-1,7,3
"603",6,33,2,1,6,5,2,-1,99,4
"604",3,40,1,3,2,5,2,-1,4,3
"605",6,56,2,1,15,5,1,-1,99,3
"606",5,44,1,1,11,-1,1,-1,4,3
"607",1,80,2,3,16,-1,2,-1,99,3
"608",1,25,2,1,15,4,2,-1,1,3
"609",7,26,1,1,14,4,1,-1,99,5
"610",1,75,1,1,18,-1,2,-1,3,2
"611",1,68,2,1,21,-1,2,-1,99,2
"612",5,27,1,1,6,5,1,-1,4,3
"613",1,46,2,3,15,4,2,-1,2,2
"614",7,71,1,1,8,-1,1,-1,6,3
"615",1,49,2,1,22,4,2,-1,2,1
"616",3,57,1,2,-9,-1,2,-1,99,2
"617",5,80,2,1,15,5,2,-1,5,2
"618",7,66,2,1,10,5,1,-1,6,2
"619",6,43,2,3,17,5,1,-1,6,3
"620",7,55,2,1,10,2,1,-1,2,3
"621",5,64,1,1,13,5,1,-1,5,4
"622",5,80,1,1,10,4,2,-1,4,2
"623",3,57,2,5,8,5,2,-1,2,3
"624",2,32,2,2,10,4,1,-1,3,3
"625",6,53,1,1,15,5,1,-1,99,4
"626",7,68,2,1,14,4,1,-1,6,2
"627",3,67,2,1,16,-1,2,-1,4,3
"628",6,26,2,1,16,-6,-6,-6,6,-6
"629",2,50,2,2,1,4,1,-1,99,4
"630",4,33,2,5,2,5,1,-1,4,3
"631",1,58,2,1,9,5,1,-1,3,2
"632",2,36,2,1,17,5,2,-1,2,1
"633",6,46,2,2,22,-1,1,-1,99,5
"634",3,30,2,6,5,5,1,-1,99,2
"635",2,78,1,1,-9,-1,2,-1,3,2
"636",1,70,2,2,2,5,1,-1,99,5
"637",5,53,2,1,18,5,2,-1,5,3
"638",3,59,2,6,22,-1,2,-1,3,2
"639",5,39,1,1,15,-1,1,-1,6,2
"640",2,46,2,6,8,4,2,-1,4,3
"641",6,69,2,1,2,-1,1,-1,6,3
"642",4,80,1,1,15,4,1,-1,5,2
"643",2,31,2,1,22,5,2,-1,2,2
"644",5,49,1,1,20,4,1,-1,6,4
"645",1,41,1,1,15,5,2,-1,3,2
"646",1,58,1,2,7,5,2,-1,4,3
"647",3,32,1,3,21,5,2,-1,2,2
"648",2,22,1,3,16,5,1,-1,4,5
"649",6,59,1,1,18,5,2,-1,5,4
"650",2,29,1,1,8,5,2,-1,2,3
"651",7,69,2,1,19,5,1,-1,6,3
"652",4,39,1,1,1,4,1,-1,99,4
"653",4,39,1,1,12,1,2,-1,2,2
"654",7,64,2,1,3,4,1,-1,99,2
"655",6,53,2,1,21,5,2,-1,99,3
"656",5,65,1,1,10,-1,1,-1,7,3
"657",4,36,1,3,4,4,2,-1,5,2
"658",3,76,2,1,21,5,2,-1,-9,3
"659",1,59,2,2,19,5,2,-1,4,1
"660",7,51,1,4,15,-1,1,-1,7,3
"661",7,49,1,6,21,5,2,-1,5,2
"662",1,29,1,1,7,5,2,-1,2,1
"663",2,29,1,4,15,5,2,-1,99,5
"664",4,47,1,3,10,5,1,-1,4,3
"665",1,64,2,1,17,4,2,-1,1,2
"666",1,66,1,5,2,2,1,-1,1,1
"667",1,35,2,1,10,4,2,-1,2,3
"668",7,80,1,1,7,5,2,-1,7,4
"669",7,59,1,1,22,5,1,-1,6,1
"670",7,74,2,1,16,5,1,-1,6,2
"671",6,73,1,1,9,5,2,-1,6,3
"672",1,29,1,3,21,-6,-6,-6,2,-6
"673",7,80,2,-9,-9,-1,1,-1,5,3
"674",5,-9,1,3,-9,-1,1,-1,7,3
"675",4,-9,2,1,12,2,1,-1,1,2
"676",2,54,1,1,10,-1,2,-1,7,3
"677",5,-9,1,1,21,5,1,-1,6,1
"678",2,43,1,2,4,-1,2,-1,4,5
"679",6,80,2,1,7,-6,-6,-6,4,-6
"680",3,55,2,1,13,5,2,-1,4,3
"681",1,51,2,1,17,-6,-6,-6,99,-6
"682",3,46,1,2,17,5,2,-1,2,3
"683",6,38,2,1,17,5,1,-1,6,2
"684",1,62,2,1,12,-1,2,-1,2,1
"685",5,60,1,1,-9,-6,-6,-6,6,-6
"686",1,43,1,2,2,-7,-7,-7,4,-7
"687",4,72,1,3,20,5,2,-1,4,2
"688",1,80,2,3,7,-6,-6,-6,2,-6
"689",1,23,2,3,14,-1,1,-1,2,1
"690",5,68,1,1,17,-1,1,-1,6,3
"691",7,57,2,1,4,5,2,-1,6,2
"692",6,-9,1,1,20,5,1,-1,6,3
"693",6,52,1,3,1,4,2,-1,99,3
"694",6,69,2,1,16,-1,1,-1,6,3
"695",6,-9,2,1,1,-1,1,-1,5,3
"696",5,39,1,1,11,-1,1,-1,4,3
"697",7,72,1,4,10,-1,1,-1,7,3
"698",7,27,2,1,7,5,2,-1,6,4
"699",1,38,2,2,12,-1,2,-1,99,3
"700",3,49,1,6,22,5,2,-1,5,3
"701",6,-9,2,2,-9,-1,1,-1,99,1
"702",4,68,2,3,4,-1,1,-1,4,3
"703",2,40,2,4,21,5,2,-1,4,4
"704",6,49,1,4,22,5,2,-1,5,3
"705",7,26,2,1,16,5,1,-1,99,2
"706",3,34,2,4,21,5,2,-1,3,4
"707",7,51,1,1,11,4,1,-1,7,3
"708",7,23,2,1,8,5,2,-1,7,3
"709",1,80,2,3,6,-1,2,-1,6,3
"710",1,25,2,6,8,-6,-6,-6,3,-6
"711",1,80,2,1,22,3,1,-1,4,2
"712",7,43,2,6,9,-1,1,-1,6,1
"713",7,59,1,1,20,4,1,-1,6,4
"714",2,49,1,2,17,-1,2,-1,3,1
"715",7,32,1,1,18,4,1,-1,6,4
"716",1,69,2,1,16,-1,2,-1,2,2
"717",7,80,2,1,1,4,2,-1,6,4
"718",3,45,2,1,1,5,1,-1,99,1
"719",3,43,1,2,20,4,1,-1,3,4
"720",4,69,2,1,4,5,1,-1,99,3
"721",5,80,1,6,4,5,2,-1,7,3
"722",7,55,2,1,11,5,1,-1,1,4
"723",3,75,2,1,2,5,2,-1,2,2
"724",3,60,1,1,12,-1,2,-1,4,2
"725",1,75,1,1,9,-1,2,-1,3,2
"726",7,69,1,1,5,5,1,-1,99,3
"727",7,60,2,1,14,4,1,-1,6,5
"728",1,59,2,1,15,5,1,-1,2,3
"729",1,26,2,1,1,4,2,-1,1,2
"730",2,64,2,1,3,5,2,-1,4,3
"731",4,64,2,-9,1,5,1,-1,99,4
"732",7,62,1,1,13,5,2,-1,6,5
"733",1,46,2,2,3,5,2,-1,99,2
"734",7,72,2,1,9,3,1,-1,7,4
"735",7,53,1,1,20,5,1,-1,7,2
"736",7,33,1,1,1,5,1,-1,6,4
"737",2,61,1,1,7,5,2,-1,4,4
"738",2,24,2,3,13,5,2,-1,4,3
"739",7,58,1,1,13,4,1,-1,6,4
"740",3,47,2,1,6,5,2,-1,4,3
"741",2,63,1,6,16,-1,2,-1,99,3
"742",6,64,1,1,-9,-1,2,-1,6,2
"743",6,55,2,1,13,5,1,-1,6,2
"744",1,41,2,2,16,5,1,-1,99,3
"745",6,68,2,1,10,-1,2,-1,4,2
"746",7,80,2,1,13,5,2,-1,6,3
"747",1,25,2,3,6,-1,2,-1,1,1
"748",6,66,2,1,17,5,1,-1,7,3
"749",7,63,1,1,12,2,2,-1,5,1
"750",1,34,2,2,6,-1,1,-1,99,5
"751",5,55,1,1,17,-6,-6,-6,4,-6
"752",7,73,1,1,10,5,1,-1,6,4
"753",5,80,1,1,18,5,1,-1,6,2
"754",3,45,2,1,15,4,2,-1,1,1
"755",4,50,1,1,21,4,1,-1,4,3
"756",6,54,2,1,18,4,2,-1,6,4
"757",7,70,1,1,13,-7,-7,-7,6,-7
"758",3,28,2,1,18,4,2,-1,2,1
"759",2,43,2,1,14,-1,1,-1,3,4
"760",7,76,1,1,2,4,1,-1,6,4
"761",1,39,1,1,21,4,2,-1,3,1
"762",7,50,1,1,16,4,1,-1,6,4
"763",1,74,2,1,3,-1,2,-1,3,2
"764",6,27,2,1,2,5,1,-1,2,2
"765",5,76,1,1,9,-1,1,-1,3,2
"766",7,33,1,1,13,5,1,-1,6,3
"767",7,56,1,1,22,5,2,-1,6,3
"768",7,71,1,1,7,2,1,-1,6,3
"769",7,69,1,1,14,4,1,-1,7,2
"770",5,48,2,1,5,4,1,-1,6,4
"771",1,57,1,1,16,2,2,-1,2,3
"772",1,63,2,1,8,4,2,-1,1,3
"773",1,80,2,2,9,-1,1,-1,99,2
"774",1,38,2,1,21,5,2,-1,2,3
"775",1,80,2,1,8,-1,2,-1,2,1
"776",7,71,2,1,5,5,1,-1,7,3
"777",4,58,2,2,6,-1,2,-1,99,1
"778",7,66,2,1,15,5,1,-1,7,3
"779",7,45,1,1,20,5,2,-1,7,3
"780",2,31,2,3,15,4,2,-1,2,2
"781",6,49,2,1,20,5,1,-1,6,4
"782",1,80,2,1,1,5,2,-1,2,3
"783",6,-9,2,1,21,-6,-6,-6,4,-6
"784",1,61,2,1,21,-1,2,-1,3,2
"785",5,26,2,1,11,4,1,-1,4,3
"786",3,45,2,5,17,4,2,-1,3,2
"787",2,32,2,1,16,5,2,-1,4,2
"788",1,51,2,4,21,5,2,-1,2,3
"789",7,35,2,1,15,5,2,-1,6,4
"790",6,56,1,1,22,5,2,-1,6,5
"791",3,46,1,1,13,5,2,-1,2,3
"792",2,35,2,1,15,5,1,-1,99,2
"793",4,42,1,3,1,5,1,-1,99,2
"794",7,54,1,1,1,5,1,-1,99,3
"795",6,-9,2,1,10,-1,2,-1,6,3
"796",4,23,1,5,21,-1,1,-1,5,3
"797",3,33,2,1,20,5,1,-1,3,2
"798",1,73,2,1,10,-1,1,-1,2,4
"799",6,54,2,3,10,4,1,-1,6,2
"800",1,36,2,3,7,4,1,-1,2,1
"801",7,25,1,3,11,-6,-6,-6,5,-6
"802",1,80,2,1,5,4,2,-1,3,2
"803",6,69,1,1,15,5,2,-1,5,3
"804",7,61,2,1,17,-1,2,-1,6,4
"805",2,55,2,3,2,4,1,-1,99,3
"806",1,79,2,1,11,5,2,-1,2,3
"807",1,80,1,3,5,4,1,-1,5,5
"808",4,-9,1,1,-9,-1,2,-1,4,3
"809",7,60,2,1,13,5,2,-1,99,3
"810",6,43,1,1,18,-1,1,-1,4,4
"811",1,41,2,3,6,5,1,-1,4,3
"812",7,36,1,1,18,5,1,-1,6,2
"813",1,73,1,1,5,4,2,-1,4,2
"814",3,75,2,1,4,-1,2,-1,4,3
"815",6,62,1,1,21,3,1,-1,99,2
"816",7,73,1,1,20,-1,2,-1,6,2
"817",7,33,1,1,19,4,1,-1,6,3
"818",7,80,1,6,8,4,1,-1,6,2
"819",2,26,1,1,11,5,1,-1,2,5
"820",7,52,1,1,17,-1,1,-1,6,4
"821",6,41,2,1,1,5,2,-1,6,4
"822",2,67,2,1,6,5,1,-1,99,3
"823",6,65,1,1,-9,-1,-9,-1,99,-9
"824",1,69,1,1,11,5,2,-1,2,3
"825",1,59,1,1,6,-6,-6,-6,4,-6
"826",1,59,1,1,18,-7,-7,-7,4,-7
"827",7,80,2,1,4,4,1,-1,6,3
"828",3,70,1,1,17,5,2,-1,99,2
"829",1,58,2,1,22,-1,2,-1,2,1
"830",7,29,1,1,15,5,1,-1,6,4
"831",6,-9,1,5,7,5,1,-1,4,3
"832",3,41,2,1,19,4,2,-1,4,3
"833",2,35,2,2,1,5,2,-1,99,3
"834",3,36,1,4,20,-7,-7,-7,4,-7
"835",2,34,2,1,12,5,2,-1,99,3
"836",6,53,2,1,13,5,2,-1,99,3
"837",3,52,1,1,15,5,2,-1,3,1
"838",1,24,2,1,17,2,2,-1,1,1
"839",1,41,2,2,4,1,1,-1,4,3
"840",4,76,2,1,2,-1,2,-1,2,1
"841",1,74,2,1,15,5,2,-1,2,2
"842",1,79,2,2,4,-1,2,-1,3,3
"843",6,48,2,1,3,4,1,-1,1,1
"844",7,62,2,3,19,-1,1,-1,6,4
"845",1,54,1,2,2,-1,1,-1,99,1
"846",1,71,1,2,22,-1,2,-1,99,5
"847",3,40,2,1,12,5,1,-1,2,3
"848",7,36,2,3,17,4,1,-1,6,3
"849",2,48,2,1,7,5,2,-1,3,1
"850",5,34,1,1,2,4,1,-1,5,5
"851",1,58,1,1,22,5,2,-1,1,1
"852",1,49,2,1,14,4,2,-1,2,4
"853",1,67,1,1,10,-1,1,-1,4,2
"854",4,57,1,6,4,5,1,-1,5,4
"855",5,29,2,3,10,-1,1,-1,6,3
"856",3,37,1,1,10,4,1,-1,1,2
"857",7,79,1,1,17,-6,-6,-6,7,-6
"858",4,33,1,1,17,-7,-7,-7,3,-7
"859",7,65,2,1,22,4,1,-1,7,4
"860",5,55,1,2,5,4,1,-1,6,2
"861",4,68,2,1,6,-1,2,-1,2,2
"862",1,39,1,3,7,5,1,-1,5,3
"863",7,80,2,1,14,4,2,-1,6,2
"864",5,50,1,1,18,5,2,-1,4,3
"865",7,57,1,1,16,4,1,-1,7,3
"866",7,76,1,1,-9,-1,2,-1,6,3
"867",4,71,1,1,16,-1,2,-1,5,2
"868",1,58,2,1,20,5,2,-1,2,2
"869",4,47,2,1,14,-6,-6,-6,5,-6
"870",5,43,2,1,5,4,1,-1,99,4
"871",1,22,1,1,1,4,1,-1,4,3
"872",4,69,1,1,-9,-1,-9,-1,4,-9
"873",7,62,2,1,15,5,1,-1,6,4
"874",5,73,1,3,9,-1,1,-1,6,4
"875",7,32,2,1,1,1,1,-1,6,1
"876",2,30,2,3,21,4,2,-1,2,1
"877",3,47,1,1,5,4,1,-1,4,2
"878",7,35,2,1,19,5,1,-1,7,3
"879",7,66,2,1,6,-1,1,-1,6,5
"880",2,42,2,3,10,3,2,-1,2,2
"881",2,25,2,1,8,1,2,-1,4,5
"882",3,31,1,6,2,4,1,-1,2,4
"883",1,36,2,2,4,5,1,-1,99,2
"884",2,63,1,1,20,-1,2,-1,5,3
"885",4,54,1,3,2,4,1,-1,4,3
"886",2,64,2,1,11,5,2,-1,99,3
"887",6,62,2,1,3,5,2,-1,4,5
"888",4,59,-9,2,1,-1,2,-1,4,2
"889",7,74,1,1,18,-1,2,-1,6,4
"890",2,48,1,1,4,4,2,-1,4,3
"891",2,66,2,1,14,-1,2,-1,2,2
"892",7,73,1,1,10,4,1,-1,7,2
"893",4,30,1,6,8,1,1,-1,4,5
"894",7,63,1,1,9,4,1,-1,7,4
"895",2,69,1,2,10,5,1,-1,99,3
"896",1,61,2,2,10,5,1,-1,3,2
"897",7,43,1,1,20,4,1,-1,7,4
"898",7,68,1,1,10,5,1,-1,7,3
"899",6,58,1,1,22,-1,1,-1,5,3
"900",7,58,1,1,20,-6,-6,-6,7,-6
"901",7,65,2,1,11,5,1,-1,99,2
"902",3,78,1,1,2,-1,2,-1,1,2
"903",7,54,1,1,20,5,1,-1,6,2
"904",1,72,2,1,10,5,2,-1,4,3
"905",6,69,1,2,21,-1,2,-1,5,1
"906",7,52,1,1,10,4,1,-1,4,4
"907",1,59,2,2,1,-1,1,-1,99,2
"908",3,30,1,1,10,5,2,-1,3,3
"909",5,41,2,1,9,-6,-6,-6,5,-6
"910",6,36,1,1,16,5,2,-1,6,2
"911",3,80,1,1,8,5,2,-1,3,3
"912",2,45,1,1,16,5,2,-1,4,3
"913",4,57,1,5,6,5,2,-1,99,4
"914",1,70,2,2,5,-1,2,-1,6,3
"915",7,53,2,1,7,5,1,-1,5,3
"916",2,53,1,1,20,3,2,-1,2,2
"917",3,51,1,1,22,-1,2,-1,2,1
"918",7,80,1,1,10,-1,1,-1,99,4
"919",2,50,2,3,2,-1,1,-1,99,3
"920",5,57,1,1,18,-1,1,-1,6,3
"921",6,41,1,1,18,5,1,-1,5,3
"922",6,37,1,1,17,5,2,-1,6,5
"923",3,76,1,3,2,-6,-6,-6,3,-6
"924",5,80,2,1,1,5,-9,-1,99,2
"925",5,63,1,1,21,5,2,-1,5,3
"926",6,80,2,1,10,-1,2,-1,4,2
"927",1,40,2,3,10,4,2,-1,2,4
"928",5,53,2,1,14,-6,-6,-6,6,-6
"929",1,37,1,3,15,4,1,-1,3,1
"930",5,63,2,1,12,5,1,-1,6,1
"931",2,69,1,3,8,-6,-6,-6,2,-6
"932",3,29,2,1,14,5,2,-1,3,4
"933",2,55,1,1,10,-6,-6,-6,3,-6
"934",3,74,2,1,5,5,2,-1,4,2
"935",1,63,2,1,11,5,2,-1,3,2
"936",3,65,2,1,4,5,2,-1,99,3
"937",7,26,1,1,9,-1,1,-1,7,3
"938",7,63,2,1,17,4,1,-1,6,2
"939",4,39,1,1,19,2,1,-1,4,2
"940",2,56,1,1,15,5,2,-1,99,3
"941",6,28,2,1,9,5,2,-1,4,2
"942",1,50,2,1,21,-6,-6,-6,2,-6
"943",2,45,1,3,22,5,2,-1,4,3
"944",4,35,1,3,11,-1,2,-1,99,4
"945",7,73,2,1,2,4,1,-1,4,3
"946",4,37,2,1,3,5,-9,-1,99,-9
"947",4,53,2,3,14,5,2,-1,5,3
"948",1,27,2,6,15,5,2,-1,2,3
"949",7,45,1,1,14,3,1,-1,7,5
"950",1,45,2,2,15,-7,-7,-7,1,-7
"951",2,40,2,1,1,5,1,-1,4,3
"952",2,32,1,4,1,-1,2,-1,99,5
"953",5,58,1,6,21,-1,1,-1,7,3
"954",2,70,1,2,3,4,1,-1,4,3
"955",5,78,1,3,17,-1,1,-1,5,3
"956",7,71,2,1,-9,-1,-5,-5,6,1
"957",3,58,2,1,15,4,1,-1,4,2
"958",3,62,2,1,20,-1,1,-1,5,2
"959",6,27,1,1,22,5,1,-1,6,3
"960",4,23,1,3,22,-1,1,-1,99,5
"961",1,41,2,1,22,5,2,-1,2,2
"962",5,57,1,5,6,-1,-9,-1,3,3
"963",5,45,2,1,18,-1,1,-1,5,3
"964",4,57,1,1,18,5,2,-1,99,4
"965",7,26,1,1,10,5,1,-1,4,4
"966",2,66,1,1,17,-1,1,-1,99,3
"967",1,63,2,1,4,4,2,-1,2,2
"968",3,65,1,3,15,-1,2,-1,4,3
"969",1,63,2,1,20,2,2,-1,1,2
"970",2,34,2,1,13,4,2,-1,4,1
"971",3,60,1,2,6,1,2,-1,2,1
"972",1,50,2,1,22,5,1,-1,99,4
"973",7,45,2,1,10,4,1,-1,6,3
"974",2,34,1,2,11,4,1,-1,3,2
"975",1,-9,2,2,-9,5,2,-1,4,2
"976",1,41,1,3,15,5,2,-1,2,2
"977",7,62,1,1,19,4,1,-1,6,4
"978",7,46,2,1,14,5,2,-1,6,2
"979",2,43,1,1,22,5,2,-1,4,4
"980",1,80,2,2,2,4,1,-1,2,2
"981",2,35,2,2,10,-7,-7,-7,3,-7
"982",4,71,1,1,10,5,2,-1,99,3
"983",3,31,1,6,18,5,2,-1,4,2
"984",6,30,2,1,2,5,1,-1,6,1
"985",2,38,1,6,17,3,2,-1,2,4
"986",1,67,1,2,8,5,1,-1,99,2
"987",2,60,2,2,5,5,1,-1,99,2
"988",2,27,1,3,4,-7,-7,-7,3,-7
"989",7,67,2,1,10,4,1,-1,7,4
"990",1,34,1,1,7,5,2,-1,2,3
"991",5,34,1,1,21,5,2,-1,5,4
"992",6,-9,1,-9,10,5,2,-1,6,3
"993",5,46,2,1,19,5,1,-1,6,3
"994",3,43,1,1,15,5,1,-1,3,4
"995",7,74,1,3,15,-6,-6,-6,7,-6
"996",1,51,2,1,11,4,2,-1,4,2
"997",7,51,1,1,22,4,1,-1,99,4
"998",7,66,1,1,17,5,1,-1,6,2
"999",1,70,2,1,15,-1,2,-1,4,1
"1000",6,70,1,1,17,4,2,-1,5,4
"1001",4,-9,-9,1,-9,-1,1,-1,99,4
"1002",7,66,2,1,5,5,1,-1,2,2
"1003",1,32,2,1,22,4,2,-1,2,2
"1004",1,54,2,3,11,5,2,-1,4,3
"1005",4,23,1,1,18,5,1,-1,4,5
"1006",1,41,2,2,9,4,2,-1,99,2
"1007",3,30,2,1,3,-6,-6,-6,99,-6
"1008",2,43,1,3,13,4,2,-1,3,1
"1009",7,41,2,1,9,-6,-6,-6,7,-6
"1010",1,78,2,2,17,5,2,-1,3,3
"1011",5,55,1,6,17,-1,1,-1,6,1
"1012",7,80,2,1,-5,5,1,-1,4,3
"1013",5,58,1,1,21,-1,1,-1,4,2
"1014",5,50,1,1,18,-6,-6,-6,6,-6
"1015",4,33,1,1,10,5,2,-1,1,1
"1016",7,24,2,3,6,5,1,-1,99,3
"1017",7,80,1,1,17,-1,2,-1,6,2
"1018",5,-9,1,1,-9,-1,1,-1,6,-9
"1019",1,48,2,1,21,4,2,-1,3,3
"1020",3,63,2,1,3,5,1,-1,1,3
"1021",1,36,2,1,22,-1,1,-1,2,1
"1022",4,-9,1,4,22,-5,-5,-5,4,-5
"1023",6,50,2,1,20,-1,1,-1,6,3
"1024",7,62,2,1,-9,4,1,-1,6,3
"1025",6,80,1,1,17,5,2,-1,6,2
"1026",6,66,1,1,7,5,1,-1,5,3
"1027",1,43,1,1,6,4,2,-1,1,1
"1028",1,-9,1,1,-9,4,2,-1,2,3
"1029",1,39,2,1,21,4,2,-1,2,3
"1030",2,71,2,1,19,5,2,-1,2,2
"1031",7,64,2,1,3,5,1,-1,6,1
"1032",7,52,1,1,16,5,1,-1,6,5
"1033",4,36,2,1,6,4,1,-1,4,-9
"1034",5,51,1,1,15,-6,-6,-6,7,-6
"1035",7,56,2,1,6,-1,1,-1,99,2
"1036",4,65,1,3,6,5,1,-1,4,3
"1037",7,21,1,1,6,-6,-6,-6,5,-6
"1038",1,41,2,1,18,5,2,-1,3,1
"1039",4,37,1,3,10,4,2,-1,2,2
"1040",1,72,2,1,13,-1,2,-1,2,1
"1041",5,42,2,1,11,5,1,-1,5,5
"1042",2,79,1,1,17,5,2,-1,4,4
"1043",6,32,1,1,1,-1,2,-1,5,3
"1044",7,43,2,1,13,-1,1,-1,7,3
"1045",1,23,2,1,3,5,2,-1,1,3
"1046",1,36,1,2,17,5,1,-1,4,4
"1047",4,60,1,6,1,4,1,-1,4,5
"1048",6,29,1,1,16,5,1,-1,5,4
"1049",3,66,1,3,3,5,2,-1,99,2
"1050",7,78,1,1,1,5,1,-1,4,4
"1051",6,70,1,1,15,5,1,-1,3,2
"1052",4,80,1,1,5,-6,-6,-6,3,-6
"1053",7,33,1,1,18,4,2,-1,6,4
"1054",2,27,1,1,9,4,2,-1,2,1
"1055",5,61,2,1,18,-1,2,-1,5,2
"1056",3,35,1,1,19,4,2,-1,5,3
"1057",7,41,2,1,9,5,1,-1,99,2
"1058",3,30,1,1,16,5,2,-1,3,1
"1059",1,72,2,1,1,-1,2,-1,3,4
"1060",6,33,2,1,10,5,1,-1,4,3
"1061",7,35,2,1,16,5,1,-1,6,5
"1062",7,33,1,3,8,1,2,-1,6,3
"1063",1,74,1,1,2,-1,2,-1,6,3
"1064",5,38,2,1,17,5,2,-1,3,3
"1065",5,80,2,1,2,4,1,-1,6,3
"1066",1,46,2,1,2,5,1,-1,99,3
"1067",2,30,1,1,10,-7,-7,-7,99,-7
"1068",7,57,1,1,-9,-6,-6,-6,6,-6
"1069",7,50,2,1,4,-1,1,-1,6,4
"1070",3,24,2,2,1,5,1,-1,3,1
"1071",3,80,2,1,16,5,2,-1,4,3
"1072",7,59,1,1,1,-1,1,-1,6,4
"1073",1,74,2,1,5,-1,2,-1,3,1
"1074",5,39,2,1,13,5,2,-1,4,2
"1075",1,75,2,1,10,4,2,-1,1,2
"1076",1,30,1,4,22,5,2,-1,1,1
"1077",7,-9,1,1,-9,5,1,-1,6,5
"1078",7,80,2,1,18,-1,1,-1,7,4
"1079",1,31,1,2,13,5,2,-1,1,3
"1080",6,69,1,3,6,5,1,-1,4,3
"1081",1,56,2,1,15,5,1,-1,2,1
"1082",7,75,1,1,14,-1,1,-1,6,2
"1083",1,65,2,1,3,4,2,-1,1,1
"1084",2,29,2,6,15,5,2,-1,2,3
"1085",7,72,2,1,16,5,2,-1,6,3
"1086",7,60,2,3,5,-6,-6,-6,7,-6
"1087",3,25,1,3,1,5,2,-1,4,3
"1088",7,78,2,1,-9,-6,-6,-6,6,-6
"1089",2,60,2,1,8,5,1,-1,3,3
"1090",5,53,2,1,6,4,2,-1,6,2
"1091",3,66,2,1,-9,5,2,-1,3,3
"1092",5,35,2,4,1,-1,2,-1,6,3
"1093",5,61,1,6,-9,4,2,-1,6,3
"1094",1,46,2,2,6,5,1,-1,6,1
"1095",5,70,2,1,10,5,1,-1,5,3
"1096",5,78,2,1,1,-1,2,-1,6,4
"1097",2,63,2,1,4,5,1,-1,99,5
"1098",7,40,2,1,-5,-6,-6,-6,6,-6
"1099",1,51,2,1,20,4,2,-1,2,3
"1100",7,-9,2,1,10,-1,1,-1,6,5
"1101",3,41,1,1,18,-1,2,-1,3,2
"1102",7,80,2,1,16,5,1,-1,6,3
"1103",2,25,2,1,19,5,1,-1,4,3
"1104",5,41,2,1,14,5,2,-1,5,2
"1105",3,29,2,6,9,5,2,-1,2,3
"1106",1,57,2,1,22,5,2,-1,2,3
"1107",1,51,1,2,8,5,1,-1,4,2
"1108",6,31,1,1,15,5,2,-1,6,4
"1109",1,58,1,2,15,-1,1,-1,99,2
"1110",5,53,1,3,1,-1,1,-1,4,3
"1111",7,45,1,4,18,5,1,-1,99,3
"1112",3,54,2,1,21,4,2,-1,4,2
"1113",3,55,2,1,17,5,2,-1,4,2
"1114",7,76,1,1,16,-1,2,-1,6,4
"1115",7,53,1,1,7,5,1,-1,6,2
"1116",1,56,2,3,1,4,2,-1,4,3
"1117",1,49,2,1,22,5,2,-1,2,1
"1118",4,-9,1,1,11,-1,2,-1,5,4
"1119",1,55,1,3,10,-1,2,-1,3,4
"1120",3,72,2,1,16,5,2,-1,3,2
"1121",5,57,1,5,10,-1,1,-1,5,2
"1122",2,30,2,3,13,-1,2,-1,3,1
"1123",2,37,2,1,20,4,2,-1,4,2
"1124",4,74,2,1,14,5,2,-1,4,2
"1125",2,38,1,1,18,4,2,-1,2,1
"1126",7,68,1,1,18,-1,1,-1,6,4
"1127",6,75,2,1,12,5,1,-1,5,4
"1128",1,71,1,1,15,4,2,-1,2,3
"1129",7,68,2,-9,13,4,1,-1,6,2
